ens	symbol	length	weight
616	ENSG00000158246	TENT5B	7830	1
617	ENSG00000090020	SLC9A1	68172	1
618	ENSG00000224311	AL590640.1	5246	0
619	ENSG00000142784	WDTC1	74004	0.5
620	ENSG00000186501	TMEM222	14255	0.5
621	ENSG00000142765	SYTL1	11917	1
622	ENSG00000142733	MAP3K6	12894	1
623	ENSG00000142748	FCN3	5712	1
624	ENSG00000174950	CD164L2	4157	1
625	ENSG00000181773	GPR3	3192	1
626	ENSG00000158195	WASF2	85937	1
627	ENSG00000241169	FO393419.2	2384	0
628	ENSG00000237429	BX293535.1	4756	0
629	ENSG00000126705	AHDC1	70396	1
630	ENSG00000000938	FGR	23121	1
631	ENSG00000233975	LINC02574	2394	0
632	ENSG00000126709	IFI6	6134	1
633	ENSG00000225886	AL445490.1	33595	0
634	ENSG00000287244	AL020997.5	934	1
635	ENSG00000009780	FAM76A	37143	1
636	ENSG00000117758	STX12	51224	1
637	ENSG00000269971	AL020997.2	183	1
638	ENSG00000270031	AL020997.3	358	1
639	ENSG00000286433	AL020997.4	3397	1
640	ENSG00000117751	PPP1R8	20894	0.5
641	ENSG00000130775	THEMIS2	14142	1
642	ENSG00000117748	RPA2	23222	0.5
643	ENSG00000130768	SMPDL3B	24157	1
644	ENSG00000227050	AL512288.1	21318	0
645	ENSG00000158156	XKR8	8634	1
646	ENSG00000158161	EYA3	118293	1
647	ENSG00000169403	PTAFR	46770	1
648	ENSG00000126698	DNAJC8	33573	0
649	ENSG00000130770	ATP5IF1	10797	0
650	ENSG00000270605	AL353622.1	1944	0
651	ENSG00000271398	AL353622.2	424	0
652	ENSG00000130766	SESN2	22973	1
653	ENSG00000130772	MED18	6963	1
654	ENSG00000204138	PHACTR4	130782	0.5
655	ENSG00000180198	RCC1	33357	1
656	ENSG00000242125	SNHG3	4912	1
657	ENSG00000180098	TRNAU1AP	25460	0.5
658	ENSG00000197989	SNHG12	4594	0
659	ENSG00000120656	TAF12	53762	0.5
660	ENSG00000188060	RAB42	3243	1
661	ENSG00000229388	LINC01715	5353	0
662	ENSG00000270103	AL360012.1	130	0
663	ENSG00000162419	GMEB1	50621	1
664	ENSG00000198492	YTHDF2	33154	0.5
665	ENSG00000116329	OPRD1	59125	1
666	ENSG00000233427	AL009181.1	6853	0
667	ENSG00000159023	EPB41	232955	1
668	ENSG00000253304	TMEM200B	4474	1
669	ENSG00000225750	AL357500.1	2500	0
670	ENSG00000116350	SRSF4	34157	0.5
671	ENSG00000116353	MECR	38285	0
672	ENSG00000237934	AL590729.1	883	0
673	ENSG00000060656	PTPRU	90297	1
674	ENSG00000230523	LINC01756	20494	0
675	ENSG00000228176	AC092265.1	696	0
676	ENSG00000284676	AL645944.2	35422	1
677	ENSG00000233399	LINC01648	23660	0
678	ENSG00000233372	AL137076.1	1344	0
679	ENSG00000236335	AL161638.2	2078	0
680	ENSG00000231949	AL161638.1	5283	0
681	ENSG00000162510	MATN1	12308	1
682	ENSG00000186056	MATN1-AS1	8323	0
683	ENSG00000287510	AL137857.1	1734	1
684	ENSG00000162511	LAPTM5	25305	1
685	ENSG00000229607	AL137027.1	5175	0
686	ENSG00000223382	LINC01778	10647	0
687	ENSG00000235143	AL445235.1	2096	0
688	ENSG00000162512	SDC3	39292	1
689	ENSG00000134644	PUM1	134485	0.5
690	ENSG00000084628	NKAIN1	60142	1
691	ENSG00000060688	SNRNP40	37220	0.5
692	ENSG00000121766	ZCCHC17	67971	1
693	ENSG00000229044	AL451070.1	13732	0
694	ENSG00000121769	FABP3	11597	1
695	ENSG00000168528	SERINC2	25115	1
696	ENSG00000284543	LINC01226	77080	1
697	ENSG00000229167	AC114488.1	6313	0
698	ENSG00000142910	TINAGL1	11201	1
699	ENSG00000121764	HCRTR1	14832	1
700	ENSG00000162517	PEF1	15030	0.5
701	ENSG00000235790	AC114488.2	16113	0
702	ENSG00000264078	AC114488.3	4677	0
703	ENSG00000084636	COL16A1	52056	1
704	ENSG00000121753	ADGRB2	37776	1
705	ENSG00000254545	AL354919.2	2192	0
706	ENSG00000134668	SPOCD1	25629	1
707	ENSG00000203620	AL354919.1	13549	0
708	ENSG00000269967	AL136115.2	69928	0
709	ENSG00000184007	PTP4A2	38435	0.5
710	ENSG00000228634	AL136115.1	955	0
711	ENSG00000284702	AL136115.3	14845	1
712	ENSG00000121774	KHDRBS1	46982	0.5
713	ENSG00000203325	AL445248.1	21183	0
714	ENSG00000121775	TMEM39B	30835	1
715	ENSG00000025800	KPNA6	68507	1
716	ENSG00000250135	AL049795.2	5835	1
717	ENSG00000084652	TXLNA	18610	0.5
718	ENSG00000160050	CCDC28B	5001	1
719	ENSG00000224066	AL049795.1	2045	0
720	ENSG00000160051	IQCC	3026	1
721	ENSG00000222046	DCDC2B	7102	1
722	ENSG00000160055	TMEM234	7887	1
723	ENSG00000084623	EIF3I	9676	0.5
724	ENSG00000183615	FAM167B	1634	1
725	ENSG00000182866	LCK	34926	1
726	ENSG00000116478	HDAC1	41552	1
727	ENSG00000175130	MARCKSL1	2394	1
728	ENSG00000233775	AL109945.1	1469	0
729	ENSG00000162526	TSSK3	12791	1
730	ENSG00000225828	FAM229A	3008	1
731	ENSG00000160058	BSDC1	29628	0.5
732	ENSG00000273274	ZBTB8B	31614	1
733	ENSG00000160062	ZBTB8A	66514	1
734	ENSG00000176261	ZBTB8OS	50731	0.5
735	ENSG00000162521	RBBP4	35069	0.5
736	ENSG00000162520	SYNC	23690	1
737	ENSG00000224409	AC114489.1	7503	0
738	ENSG00000162522	KIAA1522	33140	1
739	ENSG00000134684	YARS	42916	0.5
740	ENSG00000116497	S100PBP	42108	1
741	ENSG00000160097	FNDC5	10214	1
742	ENSG00000121905	HPCA	12447	1
743	ENSG00000121900	TMEM54	6844	1
744	ENSG00000287691	AL031602.2	26184	1
745	ENSG00000116514	RNF19B	28240	1
746	ENSG00000236065	AL020995.1	45394	0
747	ENSG00000004455	AK2	73056	0
748	ENSG00000142920	AZIN2	42388	1
749	ENSG00000116525	TRIM62	36660	1
750	ENSG00000284721	AL662907.3	5565	1
751	ENSG00000160094	ZNF362	44227	1
752	ENSG00000270115	AL513327.3	468	0
753	ENSG00000184389	A3GALT2	14332	1
754	ENSG00000225313	AL513327.1	41897	0
755	ENSG00000134686	PHC2	107429	0.5
756	ENSG00000233246	AL513327.2	12893	0
757	ENSG00000121903	ZSCAN20	23862	1
758	ENSG00000121904	CSMD2	651843	1
759	ENSG00000176256	HMGB4	4316	1
760	ENSG00000231163	CSMD2-AS1	24773	0
761	ENSG00000142698	C1orf94	52248	1
762	ENSG00000287703	AC099565.1	45575	1
763	ENSG00000163866	SMIM12	147018	0.5
764	ENSG00000189280	GJB5	3465	1
765	ENSG00000189433	GJB4	2587	1
766	ENSG00000255811	AL121988.1	26671	0
767	ENSG00000188910	GJB3	5155	1
768	ENSG00000187513	GJA4	2748	1
769	ENSG00000230163	AL122010.1	861	0
770	ENSG00000116544	DLGAP3	64214	1
771	ENSG00000243749	TMEM35B	3818	1
772	ENSG00000163867	ZMYM6	45780	1
773	ENSG00000197056	ZMYM1	83687	1
774	ENSG00000284640	AL590434.1	4920	1
775	ENSG00000116560	SFPQ	16767	1
776	ENSG00000146463	ZMYM4	153349	1
777	ENSG00000227409	ZMYM4-AS1	7255	0
778	ENSG00000142687	KIAA0319L	124458	0.5
779	ENSG00000020129	NCDN	9801	1
780	ENSG00000239636	AC004865.2	7916	0
781	ENSG00000116819	TFAP2E	22014	1
782	ENSG00000126067	PSMB2	41985	0.5
783	ENSG00000142686	C1orf216	5017	1
784	ENSG00000092853	CLSPN	49760	1
785	ENSG00000232335	AL354864.1	4187	0
786	ENSG00000134698	AGO4	49874	1
787	ENSG00000092847	AGO1	60724	1
788	ENSG00000286899	AL139286.3	1892	1
789	ENSG00000271914	AL139286.2	395	0
790	ENSG00000126070	AGO3	141782	1
791	ENSG00000271554	AL138787.2	21521	0
792	ENSG00000092850	TEKT2	4181	1
793	ENSG00000116863	ADPRHL2	5040	0.5
794	ENSG00000171812	COL8A2	29983	1
795	ENSG00000054116	TRAPPC3	19483	0.5
796	ENSG00000116871	MAP7D1	25270	1
797	ENSG00000054118	THRAP3	80925	0.5
798	ENSG00000214193	SH3D21	22972	1
799	ENSG00000142694	EVA1B	2123	1
800	ENSG00000286379	AL591845.1	5776	1
801	ENSG00000196182	STK40	46272	1
802	ENSG00000181817	LSM10	6670	0.5
803	ENSG00000116885	OSCP1	34624	1
804	ENSG00000116898	MRPS15	8666	0
805	ENSG00000119535	CSF3R	17235	1
806	ENSG00000284705	AL596257.1	6629	1
807	ENSG00000284720	AC117945.2	1603	1
808	ENSG00000234481	AC117945.1	5956	0
809	ENSG00000163873	GRIK3	238988	1
810	ENSG00000284650	AL031430.1	2657	1
811	ENSG00000223944	AL353604.1	170339	0
812	ENSG00000233621	LINC01137	123477	0
813	ENSG00000163874	ZC3H12A	9797	1
814	ENSG00000163875	MEAF6	22199	0.5
815	ENSG00000163877	SNIP1	19844	1
816	ENSG00000163879	DNALI1	9938	1
817	ENSG00000134697	GNL2	29121	0.5
818	ENSG00000284748	AL513220.1	11210	1
819	ENSG00000169218	RSPO1	23542	1
820	ENSG00000116922	C1orf109	10679	0.5
821	ENSG00000134690	CDCA8	17238	1
822	ENSG00000183317	EPHA10	51253	1
823	ENSG00000185090	MANEAL	7335	1
824	ENSG00000233728	AL929472.3	1159	0
825	ENSG00000196449	YRDC	5263	0.5
826	ENSG00000197982	C1orf122	2475	0.5
827	ENSG00000188786	MTF1	50018	1
828	ENSG00000230955	AL929472.2	883	0
829	ENSG00000204084	INPP5B	86360	1
830	ENSG00000183431	SF3A3	33100	0.5
831	ENSG00000183386	FHL3	8836	1
832	ENSG00000183520	UTP11	15562	0.5
833	ENSG00000185668	POU3F1	2964	1
834	ENSG00000224592	MIR3659HG	71711	0
835	ENSG00000284623	LINC02786	11129	1
836	ENSG00000286552	AL390839.1	13001	1
837	ENSG00000287987	AL390839.2	16721	1
838	ENSG00000237290	LINC01343	5772	0
839	ENSG00000238063	LINC01685	41695	0
840	ENSG00000284632	AL354702.2	61763	1
841	ENSG00000116954	RRAGC	21574	1
842	ENSG00000228436	AL139260.1	105126	0
843	ENSG00000214114	MYCBP	10875	1
844	ENSG00000131233	GJA9	7518	1
845	ENSG00000158315	RHBDL2	56023	1
846	ENSG00000174574	AKIRIN1	14783	0.5
847	ENSG00000168653	NDUFS5	8318	0
848	ENSG00000127603	MACF1	405861	1
849	ENSG00000270040	AL356055.1	445	1
850	ENSG00000287422	AL442071.2	11950	1
851	ENSG00000226438	AL442071.1	7811	0
852	ENSG00000183682	BMP8A	38233	1
853	ENSG00000090621	PABPC4	15974	1
854	ENSG00000228060	PABPC4-AS1	8808	0
855	ENSG00000163909	HEYL	16208	1
856	ENSG00000225903	AL035404.2	487	0
857	ENSG00000116981	NT5C1A	12917	1
858	ENSG00000116983	HPCAL4	12837	1
859	ENSG00000084072	PPIE	71732	0.5
860	ENSG00000116985	BMP8B	31683	1
861	ENSG00000198754	OXCT2	1825	1
862	ENSG00000285905	BMP8B-AS1	1449	1
863	ENSG00000261798	AL033527.3	1195	0
864	ENSG00000284719	AL033527.4	10028	1
865	ENSG00000284678	LINC02811	16046	1
866	ENSG00000043514	TRIT1	45401	0
867	ENSG00000116990	MYCL	6830	1
868	ENSG00000236546	AL033527.2	1353	0
869	ENSG00000168389	MFSD2A	14856	1
870	ENSG00000131236	CAP1	32416	1
871	ENSG00000131238	PPT1	26266	1
872	ENSG00000117000	RLF	79534	1
873	ENSG00000188800	TMCO2	5737	1
874	ENSG00000259943	AL050341.2	1540	0
875	ENSG00000084073	ZMPSTE24	35944	0.5
876	ENSG00000049089	COL9A2	17324	1
877	ENSG00000084070	SMAP2	78476	1
878	ENSG00000284677	AL031985.4	13840	1
879	ENSG00000187801	ZFP69B	13616	1
880	ENSG00000260920	AL031985.3	2448	1
881	ENSG00000187815	ZFP69	19053	1
882	ENSG00000238287	AL603839.3	15504	0
883	ENSG00000164002	EXO5	7815	1
884	ENSG00000227278	AL603839.1	596	0
885	ENSG00000238186	AL603839.2	1420	0
886	ENSG00000117010	ZNF684	16594	1
887	ENSG00000286838	AL356379.2	24669	1
888	ENSG00000117016	RIMS3	45002	1
889	ENSG00000287743	AL031289.2	7632	1
890	ENSG00000237899	AL031289.1	18499	0
891	ENSG00000272145	NFYC-AS1	1686	0
892	ENSG00000066136	NFYC	79955	0.5
893	ENSG00000117013	KCNQ4	56665	1
894	ENSG00000179862	CITED4	1309	1
895	ENSG00000229528	AC119677.1	12756	0
896	ENSG00000286668	AL391730.2	6230	1
897	ENSG00000171793	CTPS1	32877	1
898	ENSG00000281207	SLFNL1-AS1	29300	0
899	ENSG00000171790	SLFNL1	7640	1
900	ENSG00000010803	SCMH1	214954	1
901	ENSG00000287400	AC093151.8	96872	1
902	ENSG00000235358	AC093151.3	42488	0
903	ENSG00000204060	FOXO6	21668	1
904	ENSG00000229901	AC093151.2	665	0
905	ENSG00000127129	EDN2	5908	1
906	ENSG00000127124	HIVEP3	529560	1
907	ENSG00000230881	AL445933.2	425	0
908	ENSG00000284895	AC119676.1	43510	1
909	ENSG00000287587	AL158216.1	15641	1
910	ENSG00000044012	GUCA2B	2410	1
911	ENSG00000197273	GUCA2A	2055	1
912	ENSG00000198815	FOXJ3	159338	1
913	ENSG00000227527	AC096540.1	2990	1
914	ENSG00000177181	RIMKLA	43440	1
915	ENSG00000066185	ZMYND12	25924	1
916	ENSG00000127125	PPCS	17268	0.5
917	ENSG00000186409	CCDC30	193969	1
918	ENSG00000171960	PPIH	18335	0.5
919	ENSG00000285728	AC098484.4	23473	1
920	ENSG00000234917	AC098484.2	2924	0
921	ENSG00000065978	YBX1	21387	1
922	ENSG00000164007	CLDN19	7161	1
923	ENSG00000117385	P3H1	20749	1
924	ENSG00000164008	C1orf50	12242	0.5
925	ENSG00000228452	AC098484.1	977	0
926	ENSG00000274386	TMEM269	31612	0
927	ENSG00000177868	SVBP	10345	1
928	ENSG00000164010	ERMAP	27869	1
929	ENSG00000228192	AL512353.1	13900	0
930	ENSG00000164011	ZNF691	5904	0.5
931	ENSG00000117394	SLC2A1	33493	1
932	ENSG00000227533	SLC2A1-AS1	37765	0
933	ENSG00000283973	AC099795.1	2799	1
934	ENSG00000186973	FAM183A	11243	1
935	ENSG00000117395	EBNA1BP2	106761	0.5
936	ENSG00000243710	CFAP57	82209	1
937	ENSG00000179178	TMEM125	4019	1
938	ENSG00000253313	C1orf210	3740	1
939	ENSG00000066056	TIE1	22126	1
940	ENSG00000117400	MPL	14923	1
941	ENSG00000287113	AL139289.3	556	1
942	ENSG00000234694	AL139289.2	3974	0
943	ENSG00000117399	CDC20	4222	1
944	ENSG00000066322	ELOVL1	4676	0.5
945	ENSG00000159479	MED8	5891	0.5
946	ENSG00000229431	AL139289.1	4042	0
947	ENSG00000198198	SZT2	64365	1
948	ENSG00000229372	SZT2-AS1	868	0
949	ENSG00000178922	HYI	2986	1
950	ENSG00000229348	HYI-AS1	3068	0
951	ENSG00000142949	PTPRF	98479	1
952	ENSG00000066135	KDM4A	55369	0.5
953	ENSG00000236200	KDM4A-AS1	23015	0
954	ENSG00000126091	ST3GAL3	225341	1
955	ENSG00000229444	AL451062.1	17951	0
956	ENSG00000117407	ARTN	3920	1
957	ENSG00000237950	AL357079.1	8633	0
958	ENSG00000117408	IPO13	21072	1
959	ENSG00000285649	AL357079.2	6470	1
960	ENSG00000132768	DPH2	3369	0.5
961	ENSG00000117410	ATP6V0B	3808	0.5
962	ENSG00000117411	B4GALT2	12227	1
963	ENSG00000159214	CCDC24	5169	1
964	ENSG00000196517	SLC6A9	39967	1
965	ENSG00000230615	AL139220.2	85476	0
966	ENSG00000171872	KLF17	16319	1
967	ENSG00000283039	KLF18	3810	1
968	ENSG00000178028	DMAP1	7226	0.5
969	ENSG00000117419	ERI3	134190	0.5
970	ENSG00000233602	ERI3-IT1	865	1
971	ENSG00000187147	RNF220	246530	0.5
972	ENSG00000126106	TMEM53	39243	1
973	ENSG00000198520	ARMH1	50899	1
974	ENSG00000142945	KIF2C	27949	1
975	ENSG00000225721	AL592166.1	16773	0
976	ENSG00000142937	RPS8	3528	0
977	ENSG00000142959	BEST4	4585	1
978	ENSG00000173846	PLK3	5613	1
979	ENSG00000188396	TCTEX1D4	762	1
980	ENSG00000222009	BTBD19	7103	1
981	ENSG00000117425	PTCH2	23409	1
982	ENSG00000070785	EIF2B3	136200	0.5
983	ENSG00000126107	HECTD3	8784	0.5
984	ENSG00000126088	UROD	4625	0.5
985	ENSG00000162415	ZSWIM5	289810	1
986	ENSG00000281912	LINC01144	1709	0
987	ENSG00000186603	HPDL	1784	1
988	ENSG00000132781	MUTYH	11730	0
989	ENSG00000132773	TOE1	3921	1
990	ENSG00000070759	TESK2	147280	1
991	ENSG00000280670	CCDC163	6213	1
992	ENSG00000132763	MMACHC	13082	0
993	ENSG00000117450	PRDX1	12011	0
994	ENSG00000117448	AKR1A1	19506	0.5
995	ENSG00000132780	NASP	35058	1
996	ENSG00000159588	CCDC17	4013	1
997	ENSG00000159592	GPBP1L1	60809	0.5
998	ENSG00000159596	TMEM69	6255	0.5
999	ENSG00000197429	IPP	56329	1
1000	ENSG00000230896	AL604028.1	2391	1
1001	ENSG00000086015	MAST2	249135	1
1002	ENSG00000117461	PIK3R3	92896	1
1003	ENSG00000226957	AL358075.1	1550	0
1004	ENSG00000227857	AL358075.2	4550	0
1005	ENSG00000117472	TSPAN1	10889	1
1006	ENSG00000250719	P3R3URF	992	0
1007	ENSG00000085998	POMGNT1	31623	0.5
1008	ENSG00000171357	LURAP1	17922	1
1009	ENSG00000085999	RAD54L	32019	1
1010	ENSG00000132128	LRRC41	42412	0.5
1011	ENSG00000173660	UQCRH	13078	0
1012	ENSG00000117481	NSUN4	24975	1
1013	ENSG00000117480	FAAH	19531	1
1014	ENSG00000224863	LINC01398	4717	1
1015	ENSG00000197587	DMBX1	7230	1
1016	ENSG00000282881	TMEM275	11803	0
1017	ENSG00000269956	MKNK1-AS1	31644	0
1018	ENSG00000162456	KNCN	5883	1
1019	ENSG00000079277	MKNK1	59435	0.5
1020	ENSG00000142961	MOB3C	9176	1
1021	ENSG00000123472	ATPAF1	41130	0
1022	ENSG00000186118	TEX38	4739	1
1023	ENSG00000228237	EFCAB14-AS1	18062	0
1024	ENSG00000159658	EFCAB14	43955	0.5
1025	ENSG00000142973	CYP4B1	61575	1
1026	ENSG00000187048	CYP4A11	12307	1
1027	ENSG00000186377	CYP4X1	27082	1
1028	ENSG00000186160	CYP4Z1	51087	1
1029	ENSG00000225506	CYP4A22-AS1	82618	0
1030	ENSG00000162365	CYP4A22	12300	1
1031	ENSG00000224805	LINC00853	1089	0
1032	ENSG00000162366	PDZK1IP1	7462	1
1033	ENSG00000162367	TAL1	15930	1
1034	ENSG00000226252	AL135960.1	4953	0
1035	ENSG00000123473	STIL	64008	1
1036	ENSG00000162368	CMPK1	45042	0.5
1037	ENSG00000225762	LINC01389	27549	0
1038	ENSG00000186790	FOXE3	1767	1
1039	ENSG00000237424	FOXD2-AS1	2508	0
1040	ENSG00000186564	FOXD2	4674	1
1041	ENSG00000227947	LINC01738	15566	0
1042	ENSG00000269113	TRABD2B	236857	1
1043	ENSG00000223814	AL691459.1	4415	0
1044	ENSG00000225028	AC096541.1	2171	0
1045	ENSG00000226133	LINC02794	41077	0
1046	ENSG00000231413	AL356289.1	3409	0
1047	ENSG00000223720	AL109659.1	33885	0
1048	ENSG00000117834	SLC5A9	25959	1
1049	ENSG00000272491	AL109659.2	1673	0
1050	ENSG00000132122	SPATA6	176835	1
1051	ENSG00000186094	AGBL4	1491100	1
1052	ENSG00000287661	AL391844.1	5115	1
1053	ENSG00000162373	BEND5	49450	1
1054	ENSG00000286597	AL645507.1	10713	1
1055	ENSG00000229846	AC099788.1	161990	0
1056	ENSG00000230114	AL590432.1	11874	0
1057	ENSG00000225623	AGBL4-IT1	97884	1
1058	ENSG00000162374	ELAVL4	179757	1
1059	ENSG00000237337	AL592182.2	1562	0
1060	ENSG00000233407	AL592182.1	17043	0
1061	ENSG00000284696	LINC02808	91530	1
1062	ENSG00000284645	AL592182.3	6425	1
1063	ENSG00000142700	DMRTA2	5893	1
1064	ENSG00000284700	AL049637.2	1707	1
1065	ENSG00000185104	FAF1	523239	0.5
1066	ENSG00000225767	AL049637.1	9681	0
1067	ENSG00000123080	CDKN2C	13889	1
1068	ENSG00000204006	C1orf185	45865	1
1069	ENSG00000203356	LINC01562	40001	0
1070	ENSG00000123091	RNF11	37174	0.5
1071	ENSG00000236434	AL162430.2	1158	0
1072	ENSG00000085831	TTC39A	57858	1
1073	ENSG00000261664	TTC39A-AS1	5670	0
1074	ENSG00000085832	EPS15	165003	1
1075	ENSG00000238140	AC104170.2	1695	0
1076	ENSG00000227070	AC104170.1	43320	0
1077	ENSG00000117859	OSBPL9	221248	0.5
1078	ENSG00000078618	NRDC	89746	1
1079	ENSG00000266993	AL050343.2	5220	0
1080	ENSG00000272175	AL050343.3	279	0
1081	ENSG00000169213	RAB3B	82744	1
1082	ENSG00000117862	TXNDC12	36040	0.5
1083	ENSG00000198841	KTI12	1707	0.5
1084	ENSG00000223390	AL445685.1	10888	0
1085	ENSG00000228369	TXNDC12-AS1	1765	0
1086	ENSG00000134717	BTF3L4	34517	1
1087	ENSG00000157077	ZFYVE9	204592	1
1088	ENSG00000154222	CC2D1B	20470	0.5
1089	ENSG00000272100	AL513218.1	390	0
1090	ENSG00000287078	AL513218.2	2422	1
1091	ENSG00000085840	ORC1	31594	1
1092	ENSG00000134748	PRPF38A	16234	1
1093	ENSG00000134744	TUT4	145205	0.5
1094	ENSG00000272371	AL591167.1	455	0
1095	ENSG00000116157	GPX7	6680	1
1096	ENSG00000182183	SHISAL2A	36515	1
1097	ENSG00000162377	COA7	13898	1
1098	ENSG00000162378	ZYG11B	100883	1
1099	ENSG00000203995	ZYG11A	52487	1
1100	ENSG00000242391	AC099677.4	514	0
1101	ENSG00000121310	ECHDC2	31302	1
1102	ENSG00000116171	SCP2	124422	0
1103	ENSG00000174348	PODN	23450	1
1104	ENSG00000232993	AL445183.1	15564	0
1105	ENSG00000162383	SLC1A7	55453	1
1106	ENSG00000235563	AL445183.2	4033	0
1107	ENSG00000157184	CPT2	17405	0
1108	ENSG00000236723	AL606760.2	3992	0
1109	ENSG00000162384	CZIB	6535	0.5
1110	ENSG00000259818	AL606760.3	3590	0
1111	ENSG00000162385	MAGOH	11618	0.5
1112	ENSG00000226754	AL606760.1	7932	0
1113	ENSG00000157193	LRP8	86105	1
1114	ENSG00000234578	AL355483.3	666	0
1115	ENSG00000228838	AL355483.1	1682	0
1116	ENSG00000232762	AL355483.2	2926	0
1117	ENSG00000225675	LINC01771	8276	0
1118	ENSG00000285954	AC119428.2	21442	1
1119	ENSG00000226938	AC119428.1	745	0
1120	ENSG00000230138	LINC02812	1589	0
1121	ENSG00000143006	DMRTB1	8089	1
1122	ENSG00000174332	GLIS1	231869	1
1123	ENSG00000058804	NDC1	72985	1
1124	ENSG00000058799	YIPF1	38079	0.5
1125	ENSG00000211452	DIO1	19847	1
1126	ENSG00000081870	HSPB11	29355	0
1127	ENSG00000116212	LRRC42	22083	0.5
1128	ENSG00000203985	LDLRAD1	10888	1
1129	ENSG00000116209	TMEM59	26823	0.5
1130	ENSG00000116205	TCEANC2	58935	0.5
1131	ENSG00000157211	CDCP2	20802	1
1132	ENSG00000280425	AL357673.2	5234	1
1133	ENSG00000215883	CYB5RL	30385	1
1134	ENSG00000116221	MRPL37	41423	0
1135	ENSG00000157216	SSBP3	188047	1
1136	ENSG00000198711	SSBP3-AS1	2623	0
1137	ENSG00000225632	AL161644.1	1966	0
1138	ENSG00000232245	AL035415.1	4604	0
1139	ENSG00000287582	AC099796.2	2966	1
1140	ENSG00000235741	LINC02784	847	0
1141	ENSG00000162390	ACOT11	96935	1
1142	ENSG00000162391	FAM151A	14375	1
1143	ENSG00000230728	AL590093.1	6961	1
1144	ENSG00000184313	MROH7	68512	1
1145	ENSG00000243725	TTC4	26796	0.5
1146	ENSG00000162396	PARS2	7625	0
1147	ENSG00000006555	TTC22	21611	1
1148	ENSG00000237453	AC096536.1	2020	0
1149	ENSG00000162398	LEXM	36189	1
1150	ENSG00000116133	DHCR24	37568	1
1151	ENSG00000287724	AC096536.3	8992	1
1152	ENSG00000242396	AC096536.2	1126	0
1153	ENSG00000233203	DHCR24-DT	1287	0
1154	ENSG00000284601	AL590440.2	5564	1
1155	ENSG00000143001	TMEM61	11660	1
1156	ENSG00000233271	AL590440.1	11324	0
1157	ENSG00000162399	BSND	18239	1
1158	ENSG00000169174	PCSK9	25304	1
1159	ENSG00000162402	USP24	149005	1
1160	ENSG00000231090	MIR4422HG	107046	0
1161	ENSG00000234810	AL603840.1	741225	0
1162	ENSG00000233079	LINC01755	81865	0
1163	ENSG00000230250	LINC01753	29377	0
1164	ENSG00000235612	AL353681.1	9503	0
1165	ENSG00000260971	AC119674.1	323142	0
1166	ENSG00000223956	LINC01767	2202	0
1167	ENSG00000162407	PLPP3	150540	1
1168	ENSG00000162409	PRKAA2	70021	1
1169	ENSG00000187889	FYB2	100907	1
1170	ENSG00000229913	AL360295.1	3241	0
1171	ENSG00000157131	C8A	63415	1
1172	ENSG00000021852	C8B	36933	1
1173	ENSG00000236341	AL161740.1	32871	0
1174	ENSG00000173406	DAB1	1551956	1
1175	ENSG00000227935	AL390243.1	874	0
1176	ENSG00000226759	DAB1-AS1	20373	0
1177	ENSG00000235038	AL445193.2	20135	0
1178	ENSG00000162600	OMA1	131418	0
1179	ENSG00000286918	AL035411.3	17729	1
1180	ENSG00000184292	TACSTD2	1819	1
1181	ENSG00000162601	MYSM1	56637	1
1182	ENSG00000283445	AL136985.3	55686	1
1183	ENSG00000177606	JUN	3256	1
1184	ENSG00000234807	LINC01135	115981	0
1185	ENSG00000272226	AL136985.2	534	0
1186	ENSG00000231740	AL136985.1	12806	0
1187	ENSG00000232453	LINC02777	49029	0
1188	ENSG00000237352	LINC01358	306912	0
1189	ENSG00000241042	AL592431.2	1652	0
1190	ENSG00000235215	AL592431.1	22117	0
1191	ENSG00000224609	AC093425.1	164559	1
1192	ENSG00000270457	AC093424.1	337	0
1193	ENSG00000172456	FGGY	514009	1
1194	ENSG00000226883	AL035416.1	34435	0
1195	ENSG00000134709	HOOK1	61584	1
1196	ENSG00000134716	CYP2J2	33465	1
1197	ENSG00000162598	C1orf87	86501	1
1198	ENSG00000238242	LINC02778	34909	0
1199	ENSG00000226476	LINC01748	124791	0
1200	ENSG00000231252	AC099792.1	208378	0
1201	ENSG00000162599	NFIA	597529	1
1202	ENSG00000237928	NFIA-AS2	144210	0
1203	ENSG00000237853	NFIA-AS1	4565	1
1204	ENSG00000284808	AC099791.3	52184	1
1205	ENSG00000287224	AC099791.4	1855	1
1206	ENSG00000162604	TM2D1	44377	0.5
1207	ENSG00000271200	AC099791.2	426	0
1208	ENSG00000132849	PATJ	436269	1
1209	ENSG00000240563	L1TD1	17479	1
1210	ENSG00000132854	KANK4	83269	1
1211	ENSG00000162607	USP1	15507	1
1212	ENSG00000116641	DOCK7	234088	1
1213	ENSG00000132855	ANGPTL3	8793	1
1214	ENSG00000235545	AC103923.1	22212	0
1215	ENSG00000125703	ATG4C	81384	1
1216	ENSG00000234318	AC099794.1	5630	0
1217	ENSG00000229537	LINC01739	46753	0
1218	ENSG00000286455	AL162400.3	7417	1
1219	ENSG00000227485	AL162400.1	1451	0
1220	ENSG00000229225	AL162400.2	950	0
1221	ENSG00000203605	AC096543.1	23903	0
1222	ENSG00000224209	LINC00466	158191	1
